Daily Calorie Target,Protein,Calories,Fat,Breakfast Suggestion,Lunch Suggestion,Dinner Suggestion,Snack Suggestion,Disease,Price_RM,Breakfast_Price_RM,Lunch_Price_RM,Dinner_Price_RM,Snack_Price_RM
1800,75,1550,50,Tofu scramble with vegetables and whole-wheat toast,3 lentil stew with brown rice,Black bean burger on whole-wheat bun with avocado,Trail mix with dried fruit and nuts,"Weight Gain, Kidney Disease",11.93,2.9825,2.9825,2.9825,2.9825
1800,80,1570,50,Oatmeal with fruit and nuts,Chicken breast with brown rice and vegetables,Salmon with roasted vegetables and quinoa,Fruit salad with yogurt,Weight Gain,7.84,1.96,1.96,1.96,1.96
1800,100,1650,50,Greek yogurt with berries and granola,Lentil soup with whole wheat bread,Grilled salmon with roasted vegetables,Apple slices with peanut butter,Weight Gain,13.16,3.29,3.29,3.29,3.29
2500,150,2430,70,Scrambled eggs with whole wheat toast and avocado,Chicken breast salad with mixed greens,Steak with sweet potato fries,Protein shake with banana,Weight Gain,6.94,1.735,1.735,1.735,1.735
1500,80,1280,40,Oatmeal with fruit and nuts,1 chili with brown rice,Tofu stir-fry with vegetables,Carrot sticks with hummus,"Weight Gain, Hypertension, Heart Disease",7.4,1.85,1.85,1.85,1.85
2200,120,2020,60,Tofu scramble with vegetables and whole wheat toast,Lentil and vegetable curry with brown rice,Chickpea and vegetable pasta bake,Trail mix with dried fruit and nuts,Weight Gain,13.2,3.3,3.3,3.3,3.3
1400,70,1115,35,3 overnight oats with berries,Lentil and vegetable soup with whole wheat bread,Tofu and vegetable stir-fry,Banana with almond butter,"Diabetes, Acne, Weight Gain, Hypertension, Heart Disease, Kidney Disease",9.17,2.2925,2.2925,2.2925,2.2925
3000,180,2840,80,Protein pancakes with fruit and syrup,Chicken breast and brown rice with vegetables,Beef stir-fry with brown rice,Protein bar,Weight Gain,5.78,1.445,1.445,1.445,1.445
1900,90,1655,55,Scrambled eggs with spinach and whole wheat toast,1 chili with brown rice,Lentil and vegetable stew,Fruit salad with yogurt,Weight Gain,14.97,3.7425,3.7425,3.7425,3.7425
2800,160,2560,80,Tofu scramble with vegetables and whole wheat toast,Lentil and vegetable curry with brown rice,3 chili with brown rice,Trail mix with dried fruit and nuts,Weight Gain,13.48,3.37,3.37,3.37,3.37
1600,80,1400,40,3 overnight oats with chia seeds and berries,Lentil and vegetable soup with whole wheat bread,Tofu and vegetable stir-fry,Apple slices with peanut butter,"Weight Gain, Hypertension, Heart Disease",10.05,2.5125,2.5125,2.5125,2.5125
2100,110,1900,60,Greek yogurt with fruit and granola,Chicken salad sandwich on whole wheat bread,Salmon with roasted vegetables,Mixed nuts and seeds,Weight Gain,7.64,1.91,1.91,1.91,1.91
1800,100,1740,60,Greek yogurt with berries and granola,Lentil soup with whole-wheat bread,Grilled chicken with roasted vegetables,Apple with peanut butter,Weight Gain,3.28,0.82,0.82,0.82,0.82
2500,100,2320,80,Tofu scramble with whole-wheat toast,Black bean burger on a whole-wheat bun,Lentil and vegetable curry with rice,Trail mix,Weight Gain,10.88,2.72,2.72,2.72,2.72
1500,75,1260,40,Overnight oats with fruit and nuts,Tofu stir-fry with brown rice,Lentil pasta with tomato sauce,Banana with almond butter,"Weight Gain, Hypertension, Heart Disease, Kidney Disease",12.88,3.22,3.22,3.22,3.22
2200,120,2110,70,Scrambled eggs with whole-wheat toast and avocado,Salmon with roasted vegetables,Chicken stir-fry with brown rice,Fruit and yogurt,Weight Gain,5.58,1.395,1.395,1.395,1.395
2400,150,2520,80,Protein smoothie with fruit and spinach,Chicken breast with brown rice and vegetables,Tuna salad sandwich on whole-wheat bread,Greek yogurt with berries and granola,Weight Gain,7.48,1.87,1.87,1.87,1.87
2800,120,2690,90,Tofu scramble with vegetables,Lentil and vegetable curry with brown rice,Chickpea and vegetable stew,String cheese with crackers,Weight Gain,5.86,1.465,1.465,1.465,1.465
1800,80,1660,60,Oatmeal with fruit and nuts,Tuna salad sandwich on whole-wheat bread,Chicken breast with roasted vegetables,Popcorn,Weight Gain,4.2,1.05,1.05,1.05,1.05
1700,80,1490,50,Tofu scramble with vegetables,Lentil and vegetable curry with rice,Black bean burgers with avocado,Fruit salad,Weight Gain,6.54,1.635,1.635,1.635,1.635
2200,100,2030,70,Yogurt parfait with granola and fruit,Chicken salad sandwich on whole-wheat bread,Salmon with roasted vegetables,Apple with peanut butter,Weight Gain,12.37,3.0925,3.0925,3.0925,3.0925
2500,120,2400,80,Tofu scramble with vegetables,Lentil and vegetable curry with brown rice,Chickpea and vegetable stew,Trail mix,Weight Gain,10.15,2.5375,2.5375,2.5375,2.5375
2200,120,1820,60,Greek yogurt with berries and granola,Tuna salad sandwich on whole-wheat bread with a side salad,Grilled chicken breast with quinoa and steamed vegetables,Apple slices with almond butter,Weight Gain,9.94,2.485,2.485,2.485,2.485
1800,80,1770,50,Tofu scramble with vegetables and whole-wheat toast,Lentil soup with a side of whole-wheat bread,Black bean burgers with roasted sweet potatoes and a green salad,Trail mix with nuts and dried fruit,Weight Gain,8.39,2.0975,2.0975,2.0975,2.0975
3000,160,2760,80,Oatmeal with protein powder and fruit,Chicken breast with brown rice and broccoli,Salmon with roasted vegetables and quinoa,Protein shake with milk and banana,Weight Gain,14.3,3.575,3.575,3.575,3.575
1500,70,1360,40,Tofu scramble with vegetables and whole-wheat toast,Lentil stew with a side of whole-wheat bread,3 chili with brown rice,Fruit smoothie with almond milk,"Weight Gain, Hypertension, Heart Disease, Kidney Disease",11.16,2.79,2.79,2.79,2.79
2500,140,2070,70,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and broccoli,Salmon with roasted vegetables and quinoa,Trail mix with nuts and dried fruit,Weight Gain,4.3,1.075,1.075,1.075,1.075
1600,60,1400,40,Tofu scramble with vegetables and whole-wheat toast,Lentil soup with a side of whole-wheat bread,3 pasta with marinara sauce and a side salad,Fruit and nut mix,"Weight Gain, Hypertension, Heart Disease, Kidney Disease",11.97,2.9925,2.9925,2.9925,2.9925
2000,100,1570,50,Greek yogurt with fruit and granola,1 chili with a side of whole-wheat bread,Lentil soup with a side of whole-wheat bread,Vegetable sticks with hummus,Weight Gain,7.58,1.895,1.895,1.895,1.895
1700,70,1480,40,Tofu scramble with vegetables and whole-wheat toast,Lentil soup with a side of whole-wheat bread,3 pasta with marinara sauce and a side salad,Fruit and nut mix,"Weight Gain, Hypertension, Heart Disease, Kidney Disease",4.32,1.08,1.08,1.08,1.08
1900,80,1690,50,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and broccoli,Salmon with roasted vegetables and quinoa,Trail mix with nuts and dried fruit,Weight Gain,12.35,3.0875,3.0875,3.0875,3.0875
2200,150,2230,70,1 cup oatmeal with berries and nuts,Grilled chicken breast salad with mixed greens and avocado,Salmon with roasted vegetables,Greek yogurt with granola,Weight Gain,12.56,3.14,3.14,3.14,3.14
1800,80,1660,60,Tofu scramble with veggies,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Fruit salad with nuts,Weight Gain,14.92,3.73,3.73,3.73,3.73
1900,85,1805,65,Tofu and vegetable breakfast burrito,Black bean burger with sweet potato fries,Lentil and vegetable curry,Trail mix with dried fruit and nuts,Weight Gain,5.11,1.2775,1.2775,1.2775,1.2775
3000,200,3100,100,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and steamed vegetables,Steak with sweet potato fries,Protein shake with almond butter,Weight Gain,3.08,0.77,0.77,0.77,0.77
2400,140,2400,80,Greek yogurt with fruit and granola,Quinoa salad with chickpeas and vegetables,Tofu stir-fry with brown rice,Peanut butter and banana sandwich,Weight Gain,12.16,3.04,3.04,3.04,3.04
2100,110,2030,70,Oatmeal with fruit and nuts,Turkey sandwich on whole-wheat bread with vegetables,Chicken breast with roasted vegetables,Popcorn with a sprinkle of cinnamon,Weight Gain,13.96,3.49,3.49,3.49,3.49
1900,90,1825,65,Tofu scramble with whole-wheat toast and vegetables,Black bean burger with a side salad,Chickpea and vegetable stew,Fruit and nut smoothie,Weight Gain,6.53,1.6325,1.6325,1.6325,1.6325
3200,220,3390,110,3 eggs with whole-wheat toast and avocado,Chicken breast with brown rice and vegetables,Salmon with roasted sweet potatoes,Protein shake with fruit and spinach,Weight Gain,3.57,0.8925,0.8925,0.8925,0.8925
2000,95,1930,70,Yogurt with berries and granola,Lentil soup with whole-wheat bread,Vegetable frittata,Apple slices with peanut butter,Weight Gain,8.09,2.0225,2.0225,2.0225,2.0225
2800,170,2770,90,Tofu scramble with vegetables and whole-wheat toast,Lentil and vegetable curry,3 chili with brown rice,Protein smoothie with almond milk and banana,Weight Gain,12.21,3.0525,3.0525,3.0525,3.0525
2200,120,2020,60,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Fruit and yogurt,Weight Gain,4.67,1.1675,1.1675,1.1675,1.1675
1800,80,1650,50,Tofu scramble with whole-wheat toast,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Trail mix,Weight Gain,8.54,2.135,2.135,2.135,2.135
1800,100,1650,50,Greek yogurt with fruit and granola,Tuna salad sandwich on whole-wheat bread,Chicken stir-fry with brown rice,Apple slices with peanut butter,Weight Gain,4.02,1.005,1.005,1.005,1.005
2500,150,2430,70,Tofu scramble with avocado and whole-wheat toast,Lentil and vegetable curry with brown rice,Chickpea pasta with tomato sauce and spinach,Nuts and seeds,Weight Gain,5.11,1.2775,1.2775,1.2775,1.2775
1600,70,1360,40,Oatmeal with plant-based milk and fruit,Lentil soup with whole-wheat bread,Vegetable curry with brown rice,Fruit and nuts,"Weight Gain, Hypertension, Heart Disease, Kidney Disease",7.03,1.7575,1.7575,1.7575,1.7575
2000,110,1860,60,Eggs with whole-wheat toast,Chicken breast with quinoa and roasted vegetables,Fish with steamed broccoli,Mixed nuts and dried fruit,Weight Gain,5.14,1.285,1.285,1.285,1.285
2000,100,1940,60,Tofu scramble with avocado and whole-wheat toast,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Trail mix,Weight Gain,8.94,2.235,2.235,2.235,2.235
1800,80,1570,50,Greek yogurt with fruit and granola,Tuna salad sandwich on whole-wheat bread,Chicken stir-fry with brown rice,Apple slices with peanut butter,Weight Gain,5.76,1.44,1.44,1.44,1.44
2400,140,2310,70,Tofu scramble with avocado and whole-wheat toast,Lentil and vegetable curry with brown rice,Chickpea pasta with tomato sauce and spinach,Nuts and seeds,Weight Gain,9.62,2.405,2.405,2.405,2.405
1500,60,1240,40,Oatmeal with plant-based milk and fruit,Lentil soup with whole-wheat bread,Vegetable curry with brown rice,Fruit and nuts,"Weight Gain, Hypertension, Heart Disease, Kidney Disease",14.43,3.6075,3.6075,3.6075,3.6075
1800,70,1450,50,Greek yogurt with berries and granola,Quinoa salad with grilled chicken and vegetables,Salmon with roasted vegetables and brown rice,Apple slices with almond butter,"Weight Gain, Kidney Disease",9.12,2.28,2.28,2.28,2.28
2500,90,1990,70,Oatmeal with fruit and nuts,Lentil soup with whole-grain bread,Vegetable stir-fry with brown rice,Trail mix with dried fruit and nuts,Weight Gain,10.08,2.52,2.52,2.52,2.52
1500,60,1200,40,Tofu scramble with vegetables,Black bean burger on a whole-wheat bun,Lentil pasta with tomato sauce and vegetables,Fruit and vegetable smoothie,"Weight Gain, Hypertension, Heart Disease, Kidney Disease",12.39,3.0975,3.0975,3.0975,3.0975
3000,120,2400,80,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and steamed vegetables,Steak with sweet potato fries and a side salad,Protein bar,Weight Gain,6.8,1.7,1.7,1.7,1.7
2000,80,1660,60,Tofu and vegetable stir-fry with brown rice,Lentil stew with whole-grain bread,Chickpea pasta with marinara sauce and vegetables,Whole-grain crackers with hummus,Weight Gain,14.04,3.51,3.51,3.51,3.51
2200,100,1820,60,Oatmeal with protein powder and fruit,Chicken breast with quinoa and steamed vegetables,Salmon with roasted vegetables and sweet potato,Greek yogurt with fruit and nuts,Weight Gain,9.56,2.39,2.39,2.39,2.39
1800,70,1450,50,Tofu scramble with vegetables,Lentil soup with whole-grain bread,Vegetable curry with brown rice,Trail mix with dried fruit and nuts,"Weight Gain, Kidney Disease",6.74,1.685,1.685,1.685,1.685
3200,140,2650,90,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and steamed vegetables,Steak with sweet potato fries and a side salad,Protein shake,Weight Gain,12.85,3.2125,3.2125,3.2125,3.2125
1700,65,1345,45,Yogurt parfait with granola and fruit,Black bean burger on a whole-wheat bun,Lentil pasta with tomato sauce and vegetables,Apple slices with almond butter,"Weight Gain, Hypertension, Heart Disease, Kidney Disease",12.75,3.1875,3.1875,3.1875,3.1875
2400,90,1950,70,Tofu and vegetable stir-fry with brown rice,Lentil stew with whole-grain bread,Chickpea pasta with marinara sauce and vegetables,Whole-grain crackers with hummus,Weight Gain,10.84,2.71,2.71,2.71,2.71
2000,120,2020,60,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Greek yogurt with fruit,Weight Gain,3.71,0.9275,0.9275,0.9275,0.9275
1800,80,1650,50,Tofu scramble with vegetables,Lentil soup with whole grain bread,Vegetable stir-fry with brown rice,Hummus with carrots and cucumber,Weight Gain,7.2,1.8,1.8,1.8,1.8
1800,100,1650,50,Yogurt with granola and fruit,Tuna salad sandwich on whole wheat bread,Chicken breast with steamed vegetables,Trail mix,Weight Gain,6.58,1.645,1.645,1.645,1.645
1600,70,1360,40,Tofu and vegetable breakfast burrito,Black bean soup with whole grain bread,Lentil stew with brown rice,Fruit salad with nuts and seeds,"Weight Gain, Hypertension, Heart Disease, Kidney Disease",3.43,0.8575,0.8575,0.8575,0.8575
3000,180,2840,80,Scrambled eggs with whole wheat toast,Chicken breast with brown rice and vegetables,Beef stir-fry with brown rice,Protein shake,Weight Gain,4.04,1.01,1.01,1.01,1.01
1500,80,1400,40,Overnight oats with chia seeds and fruit,Black bean burger on a whole grain bun,Lentil pasta with tomato sauce,Trail mix,"Weight Gain, Hypertension, Heart Disease",3.94,0.985,0.985,0.985,0.985
2800,160,2470,70,Protein pancakes with fruit,Chicken and vegetable fajitas,Steak with sweet potato and green beans,Protein bar,Weight Gain,3.33,0.8325,0.8325,0.8325,0.8325
1400,70,1150,30,Yogurt with berries and granola,Lentil salad with mixed greens,1 chili with brown rice,Apple slices with peanut butter,"Hypertension, Heart Disease, Kidney Disease",8.5,2.125,2.125,2.125,2.125
2500,120,2140,60,Tofu scramble with vegetables,Black bean burger on a whole grain bun,Lentil pasta with vegetables,Trail mix,Weight Gain,8.31,2.0775,2.0775,2.0775,2.0775
2200,100,1940,60,Oatmeal with fruit and nuts,Tuna salad sandwich on whole wheat bread,Chicken breast with roasted vegetables,Greek yogurt with fruit,Weight Gain,8.7,2.175,2.175,2.175,2.175
2200,120,2020,60,Oatmeal with berries and nuts,Chicken breast salad with mixed greens and vegetables,Salmon with roasted vegetables and quinoa,Apple slices with almond butter,Weight Gain,7.26,1.815,1.815,1.815,1.815
1800,80,1570,50,Tofu scramble with whole-wheat toast and avocado,Lentil soup with whole-wheat bread,Lentil and vegetable curry with brown rice,Fruit salad with yogurt,Weight Gain,5.43,1.3575,1.3575,1.3575,1.3575
2000,100,1775,55,Greek yogurt with fruit and granola,Chicken stir-fry with brown rice,Turkey meatballs with whole-wheat pasta,Trail mix with nuts and seeds,Weight Gain,4,1,1,1,1
1600,70,1405,45,Tofu and vegetable breakfast burrito,Black bean salad with mixed greens,Lentil and vegetable stew with whole-wheat bread,Fruit smoothie with plant-based milk,"Weight Gain, Hypertension, Heart Disease, Kidney Disease",14.01,3.5025,3.5025,3.5025,3.5025
3000,180,2840,80,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with sweet potato and broccoli,Steak with roasted vegetables and brown rice,Protein bar,Weight Gain,3.46,0.865,0.865,0.865,0.865
2000,100,1775,55,Quinoa porridge with berries and nuts,Chickpea salad with whole-wheat bread,Lentil and vegetable curry with brown rice,Trail mix with nuts and seeds,Weight Gain,3.95,0.9875,0.9875,0.9875,0.9875
1800,80,1570,50,Oatmeal with fruit and nuts,Tuna salad sandwich on whole-wheat bread,Chicken breast with steamed vegetables and brown rice,Trail mix with nuts and seeds,Weight Gain,12.02,3.005,3.005,3.005,3.005
2200,100,1940,60,Tofu scramble with whole-wheat toast and avocado,Chickpea salad with mixed greens,Lentil and vegetable curry with brown rice,Fruit smoothie with plant-based milk,Weight Gain,11.36,2.84,2.84,2.84,2.84
2000,100,1775,55,Greek yogurt with fruit and granola,Chicken stir-fry with brown rice,Salmon with roasted vegetables and quinoa,Trail mix with nuts and seeds,Weight Gain,8.22,2.055,2.055,2.055,2.055
1400,60,1240,40,Tofu and vegetable breakfast burrito,Black bean salad with mixed greens,Lentil and vegetable stew with whole-wheat bread,Fruit smoothie with plant-based milk,"Weight Gain, Hypertension, Heart Disease, Kidney Disease",3.98,0.995,0.995,0.995,0.995
1800,80,1660,60,Overnight oats with berries and nuts,Lentil soup with whole wheat bread,Grilled salmon with quinoa and roasted vegetables,Fruit with yogurt,Weight Gain,3.88,0.97,0.97,0.97,0.97
